Causa - CID-BR-10,UF,Obitos
... 020 Out febres p/arbovírus e febr hemor virais,PE,147
... 021 Sarampo,PE,1
... 022 Hepatite viral,PE,380
... 023 Doen p/vírus da imunodefic humana (HIV),PE,3060
. 024-027 Doenças transmitidas por protozoários,PE,776
... 024 Malária,PE,2
... 025 Leishmaniose,PE,62
... 026 Doença de Chagas,PE,680
... 027 Toxoplasmose,PE,26
. 028-030 Helmintíases,PE,831
... 028 Esquistossomose,PE,804
... 029 Cisticercose,PE,9
... 030 Restante de helmintíases,PE,18
. 031 Restante algumas doenç infec e parasitárias,PE,27683
032-052 NEOPLASIAS,PE,59313
". 032 Neopl malig do lábio, cav oral e faringe",PE,2236
. 033 Neoplasia maligna do esôfago,PE,1813
. 034 Neoplasia maligna do estômago,PE,3579
". 035 Neoplasia maligna do cólon,reto e ânus",PE,4230
. 036 Neopl malig do fígado e vias bil intrahepát,PE,3042
. 037 Neoplasia maligna do pâncreas,PE,2711
. 038 Neoplasia maligna da laringe,PE,1094
". 039 Neopl malig da traquéia,brônquios e pulmões",PE,6085
. 040 Neoplasia maligna da pele,PE,365
. 041 Neoplasia maligna da mama,PE,5263
. 042 Neoplasia maligna do colo do útero,PE,2273
. 043 Neopl malig de corpo e partes n/esp útero,PE,1362
. 044 Neoplasia maligna do ovário,PE,1288
. 045 Neoplasia maligna da próstata,PE,4769
. 046 Neoplasia maligna da bexiga,PE,1007
". 047 Neopl malig mening,encéf e out partes SNC",PE,2326
. 048 Linfoma não-Hodgkin,PE,998
. 049 Mieloma mult e neopl malig de plasmócitos,PE,826
. 050 Leucemia,PE,1637
". 051 Neoplasias in situ, benig, comport incert",PE,1096
. 052 Restante de neoplasias malignas,PE,11313
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,PE,1864
. 053 Anemias,PE,1107
". 054 Rest d sangue, org hemat e alg transt imunit",PE,757
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",PE,30760
. 055 Diabetes mellitus,PE,25573
. 056 Desnutrição,PE,1605
". 057 Rest doenças endócr, nutricion e metabólicas",PE,3582
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,PE,6166
. 058 Transt ment e comport uso subst psicoativas,PE,5037
... 058.1 Trans ment e comport devid uso álcool,PE,3419
. 059 Rest transtornos mentais e comportamentais,PE,1129
060-063 DOENÇAS DO SISTEMA NERVOSO,PE,11935
. 060 Meningite,PE,201
. 061 Doença de Alzheimer,PE,6211
. 062 Epilepsia,PE,1372
. 063 Restante das doenças do sistema nervoso,PE,4151
064 DOENÇAS DOS OLHOS E ANEXOS,PE,18
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,PE,62
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,PE,106622
. 066 Febre reumát aguda e doen reum crôn coração,PE,800
. 067 Doenças hipertensivas,PE,18926
. 068 Doenças isquêmicas do coração,PE,35064
... 068.1 Infarto agudo do miocárdio,PE,29213
. 069 Outras doenças cardíacas,PE,16201
. 070 Doenças cerebrovasculares,PE,29884
. 071 Aterosclerose,PE,180
. 072 Rest doenças do aparelho circulatório,PE,5567
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,PE,49260
. 073 Influenza (gripe),PE,548
. 074 Pneumonia,PE,16916
. 075 Out infec agudas das vias aéreas inferiores,PE,1278
... 075.1 Bronquiolite,PE,271
. 076 Doenças crônicas das vias aéreas inferiores,PE,12050
... 076.1 Asma,PE,877
. 077 Restante  doenças do aparelho respiratório,PE,18468
078-082 DOENÇAS DO APARELHO DIGESTIVO,PE,22661
". 078 Úlcera gástrica, duodenal e péptica",PE,1354
. 079 Peritonite,PE,978
. 080 Doenças do fígado,PE,9024
... 080.1 Doença alcoólica do fígado,PE,4120
... 080.2 Fibrose e cirrose do fígado,PE,1257
... 080.3 Outras doenças do fígado,PE,3647
. 081 Colecistite,PE,466
. 082 Rest doenças do aparelho digestivo,PE,10839
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,PE,3811
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,PE,2333
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,PE,15186
. 085 D glomerulares e d renais túbulo-interstic,PE,3221
. 086 Insuficiência renal,PE,2924
. 087 Rest doenças do aparelho geniturinário,PE,9041
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",PE,528
. 088 Gravidez que termina em aborto,PE,24
. 089 Outras causas obstétricas diretas,PE,250
. 090 Causas obstétricas indiretas,PE,156
. 091 Causa obstétrica não espec direta/indireta,PE,10
. 092 Causas maternas tardias e sequelas,PE,88
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,PE,5614
. 093 Feto e recemnasc afet fat mat e compl grav,PE,2080
. 094 Transt relac duração gestação e cresc fetal,PE,530
. 095 Traumatismo de parto,PE,10
. 096 Trans resp e cardiovas espec per perinatal,PE,1476
. 097 Rest afec originadas no período perinatal,PE,1518
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",PE,3427
. 098 Malformações congênitas do sistema nervoso,PE,544
. 099 Malf congênitas do aparelho circulatório,PE,1197
". 100 Rest de malf cong, deform e anomal Cromoss",PE,1686
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",PE,17710
. 101 Senilidade,PE,1341
. 102 Morte sem assistência médica,PE,3218
". 103 Rest sint, sin e ach anorm clín e laborat",PE,13151
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,PE,51324
. 104 Acidentes de transporte,PE,9558
. 105 Quedas,PE,5137
. 106 Afogamento e submersões acidentais,PE,1422
". 107 Exposição à fumaça, ao fogo e às chamas",PE,221
". 108 Envenen, intoxic por ou expos a subst nociv",PE,203
. 109 Lesões autoprovocadas voluntariamente,PE,3204
. 110 Agressões,PE,21325
. 111 Eventos(fatos) cuja intenção é indeterminada,PE,5214
. 112 Intervenções legais e operações de guerra,PE,30
. 113 Todas as outras causas externas,PE,5010
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,AL,15258
. 001 Doenças infecciosas intestinais,AL,557
... 003 Diarréia e gastroenterite orig infec pres,AL,422
... 004 Outras doenças infecciosas intestinais,AL,135
..... 004.1 Febres tifóide e paratifóide,AL,0
. 005-006 Tuberculose,AL,450
... 005 Tuberculose respiratória,AL,417
... 006 Outras tuberculoses,AL,33
. 007-015 Outras doenças bacterianas,AL,3505
... 008 Leptospirose,AL,39
... 009 Hanseníase,AL,7
... 010 Tétano,AL,5
..... 010.1 Tétano neonatal,AL,0
..... 010.3 Tétano acidental,AL,5
... 011 Difteria,AL,0
... 012 Coqueluche,AL,0
... 013 Infecção meningocócica,AL,27
... 014 Septicemia,AL,2863
... 015 Infecções com transmissão predom sexual,AL,33
. 016-023 Doenças virais,AL,1181
... 017 Raiva,AL,0
... 018 Dengue,AL,23
... 019 Febre amarela,AL,0
... 020 Out febres p/arbovírus e febr hemor virais,AL,57
... 021 Sarampo,AL,0
... 022 Hepatite viral,AL,120
... 023 Doen p/vírus da imunodefic humana (HIV),AL,943
. 024-027 Doenças transmitidas por protozoários,AL,547
... 024 Malária,AL,1
... 025 Leishmaniose,AL,25
... 026 Doença de Chagas,AL,511
... 027 Toxoplasmose,AL,7
. 028-030 Helmintíases,AL,263
... 028 Esquistossomose,AL,251
... 029 Cisticercose,AL,1
... 030 Restante de helmintíases,AL,11
. 031 Restante algumas doenç infec e parasitárias,AL,8755
032-052 NEOPLASIAS,AL,15946
". 032 Neopl malig do lábio, cav oral e faringe",AL,674
. 033 Neoplasia maligna do esôfago,AL,464
. 034 Neoplasia maligna do estômago,AL,837
". 035 Neoplasia maligna do cólon,reto e ânus",AL,901
. 036 Neopl malig do fígado e vias bil intrahepát,AL,836
. 037 Neoplasia maligna do pâncreas,AL,701
. 038 Neoplasia maligna da laringe,AL,318
". 039 Neopl malig da traquéia,brônquios e pulmões",AL,1631
. 040 Neoplasia maligna da pele,AL,76
. 041 Neoplasia maligna da mama,AL,1364
. 042 Neoplasia maligna do colo do útero,AL,790
. 043 Neopl malig de corpo e partes n/esp útero,AL,328
. 044 Neoplasia maligna do ovário,AL,313
. 045 Neoplasia maligna da próstata,AL,1218
. 046 Neoplasia maligna da bexiga,AL,259
". 047 Neopl malig mening,encéf e out partes SNC",AL,704
. 048 Linfoma não-Hodgkin,AL,236
. 049 Mieloma mult e neopl malig de plasmócitos,AL,237
. 050 Leucemia,AL,517
". 051 Neoplasias in situ, benig, comport incert",AL,441
. 052 Restante de neoplasias malignas,AL,3101
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,AL,631
. 053 Anemias,AL,453
". 054 Rest d sangue, org hemat e alg transt imunit",AL,178
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",AL,10969
. 055 Diabetes mellitus,AL,9125
. 056 Desnutrição,AL,644
". 057 Rest doenças endócr, nutricion e metabólicas",AL,1200
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,AL,1639
. 058 Transt ment e comport uso subst psicoativas,AL,1313
... 058.1 Trans ment e comport devid uso álcool,AL,1013
. 059 Rest transtornos mentais e comportamentais,AL,326
060-063 DOENÇAS DO SISTEMA NERVOSO,AL,2783
. 060 Meningite,AL,42
. 061 Doença de Alzheimer,AL,1293
. 062 Epilepsia,AL,321
. 063 Restante das doenças do sistema nervoso,AL,1127
064 DOENÇAS DOS OLHOS E ANEXOS,AL,7
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,AL,35
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,AL,38105
. 066 Febre reumát aguda e doen reum crôn coração,AL,253
. 067 Doenças hipertensivas,AL,7801
. 068 Doenças isquêmicas do coração,AL,11406
... 068.1 Infarto agudo do miocárdio,AL,9750
. 069 Outras doenças cardíacas,AL,6041
. 070 Doenças cerebrovasculares,AL,11176
. 071 Aterosclerose,AL,193
. 072 Rest doenças do aparelho circulatório,AL,1235
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,AL,12518
. 073 Influenza (gripe),AL,162
. 074 Pneumonia,AL,6779
. 075 Out infec agudas das vias aéreas inferiores,AL,96
... 075.1 Bronquiolite,AL,47
. 076 Doenças crônicas das vias aéreas inferiores,AL,3316
... 076.1 Asma,AL,262
. 077 Restante  doenças do aparelho respiratório,AL,2165
078-082 DOENÇAS DO APARELHO DIGESTIVO,AL,7019
". 078 Úlcera gástrica, duodenal e péptica",AL,294
. 079 Peritonite,AL,120
. 080 Doenças do fígado,AL,3283
... 080.1 Doença alcoólica do fígado,AL,1427
... 080.2 Fibrose e cirrose do fígado,AL,506
... 080.3 Outras doenças do fígado,AL,1350
. 081 Colecistite,AL,131
. 082 Rest doenças do aparelho digestivo,AL,3191
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,AL,925
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,AL,642
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,AL,3454
. 085 D glomerulares e d renais túbulo-interstic,AL,385
. 086 Insuficiência renal,AL,1148
. 087 Rest doenças do aparelho geniturinário,AL,1921
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",AL,218
. 088 Gravidez que termina em aborto,AL,20
. 089 Outras causas obstétricas diretas,AL,114
. 090 Causas obstétricas indiretas,AL,68
. 091 Causa obstétrica não espec direta/indireta,AL,3
. 092 Causas maternas tardias e sequelas,AL,13
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,AL,2213
. 093 Feto e recemnasc afet fat mat e compl grav,AL,338
. 094 Transt relac duração gestação e cresc fetal,AL,87
. 095 Traumatismo de parto,AL,11
. 096 Trans resp e cardiovas espec per perinatal,AL,945
. 097 Rest afec originadas no período perinatal,AL,832
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",AL,911
. 098 Malformações congênitas do sistema nervoso,AL,176
. 099 Malf congênitas do aparelho circulatório,AL,362
". 100 Rest de malf cong, deform e anomal Cromoss",AL,373
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",AL,7426
. 101 Senilidade,AL,304
. 102 Morte sem assistência médica,AL,271
". 103 Rest sint, sin e ach anorm clín e laborat",AL,6851
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,AL,15666
. 104 Acidentes de transporte,AL,3914
. 105 Quedas,AL,1440
. 106 Afogamento e submersões acidentais,AL,622
". 107 Exposição à fumaça, ao fogo e às chamas",AL,110
". 108 Envenen, intoxic por ou expos a subst nociv",AL,9
. 109 Lesões autoprovocadas voluntariamente,AL,1000
. 110 Agressões,AL,6787
. 111 Eventos(fatos) cuja intenção é indeterminada,AL,483
. 112 Intervenções legais e operações de guerra,AL,231
. 113 Todas as outras causas externas,AL,1070
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,SE,9922
. 001 Doenças infecciosas intestinais,SE,418
... 003 Diarréia e gastroenterite orig infec pres,SE,373
... 004 Outras doenças infecciosas intestinais,SE,45
..... 004.1 Febres tifóide e paratifóide,SE,0
. 005-006 Tuberculose,SE,309
... 005 Tuberculose respiratória,SE,288
... 006 Outras tuberculoses,SE,21
. 007-015 Outras doenças bacterianas,SE,1498
... 008 Leptospirose,SE,39
... 009 Hanseníase,SE,15
... 010 Tétano,SE,9
..... 010.1 Tétano neonatal,SE,0
..... 010.3 Tétano acidental,SE,9
... 011 Difteria,SE,0
... 012 Coqueluche,SE,0
... 013 Infecção meningocócica,SE,6
... 014 Septicemia,SE,1053
... 015 Infecções com transmissão predom sexual,SE,21
. 016-023 Doenças virais,SE,786
... 017 Raiva,SE,0
... 018 Dengue,SE,27
... 019 Febre amarela,SE,0
... 020 Out febres p/arbovírus e febr hemor virais,SE,46
... 021 Sarampo,SE,0
... 022 Hepatite viral,SE,59
... 023 Doen p/vírus da imunodefic humana (HIV),SE,630
. 024-027 Doenças transmitidas por protozoários,SE,136
... 024 Malária,SE,0
... 025 Leishmaniose,SE,23
... 026 Doença de Chagas,SE,111
... 027 Toxoplasmose,SE,0
. 028-030 Helmintíases,SE,144
... 028 Esquistossomose,SE,136
... 029 Cisticercose,SE,2
... 030 Restante de helmintíases,SE,6
. 031 Restante algumas doenç infec e parasitárias,SE,6631
032-052 NEOPLASIAS,SE,12193
". 032 Neopl malig do lábio, cav oral e faringe",SE,541
. 033 Neoplasia maligna do esôfago,SE,372
. 034 Neoplasia maligna do estômago,SE,686
". 035 Neoplasia maligna do cólon,reto e ânus",SE,869
. 036 Neopl malig do fígado e vias bil intrahepát,SE,568
. 037 Neoplasia maligna do pâncreas,SE,584
. 038 Neoplasia maligna da laringe,SE,313
". 039 Neopl malig da traquéia,brônquios e pulmões",SE,1264
. 040 Neoplasia maligna da pele,SE,89
. 041 Neoplasia maligna da mama,SE,1116
. 042 Neoplasia maligna do colo do útero,SE,491
. 043 Neopl malig de corpo e partes n/esp útero,SE,249
. 044 Neoplasia maligna do ovário,SE,242
. 045 Neoplasia maligna da próstata,SE,1036
. 046 Neoplasia maligna da bexiga,SE,209
". 047 Neopl malig mening,encéf e out partes SNC",SE,413
. 048 Linfoma não-Hodgkin,SE,215
. 049 Mieloma mult e neopl malig de plasmócitos,SE,204
. 050 Leucemia,SE,378
". 051 Neoplasias in situ, benig, comport incert",SE,262
. 052 Restante de neoplasias malignas,SE,2092
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,SE,451
. 053 Anemias,SE,301
". 054 Rest d sangue, org hemat e alg transt imunit",SE,150
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",SE,6202
. 055 Diabetes mellitus,SE,5130
. 056 Desnutrição,SE,211
". 057 Rest doenças endócr, nutricion e metabólicas",SE,861
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,SE,1990
. 058 Transt ment e comport uso subst psicoativas,SE,1426
... 058.1 Trans ment e comport devid uso álcool,SE,991
. 059 Rest transtornos mentais e comportamentais,SE,564
060-063 DOENÇAS DO SISTEMA NERVOSO,SE,2574
. 060 Meningite,SE,33
. 061 Doença de Alzheimer,SE,1259
. 062 Epilepsia,SE,246
. 063 Restante das doenças do sistema nervoso,SE,1036
064 DOENÇAS DOS OLHOS E ANEXOS,SE,1
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,SE,25
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,SE,20288
. 066 Febre reumát aguda e doen reum crôn coração,SE,267
. 067 Doenças hipertensivas,SE,4073
. 068 Doenças isquêmicas do coração,SE,5496
... 068.1 Infarto agudo do miocárdio,SE,4690
. 069 Outras doenças cardíacas,SE,3203
. 070 Doenças cerebrovasculares,SE,6277
. 071 Aterosclerose,SE,6
. 072 Rest doenças do aparelho circulatório,SE,966
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,SE,7838
. 073 Influenza (gripe),SE,273
. 074 Pneumonia,SE,3615
. 075 Out infec agudas das vias aéreas inferiores,SE,136
... 075.1 Bronquiolite,SE,73
. 076 Doenças crônicas das vias aéreas inferiores,SE,2301
... 076.1 Asma,SE,217
. 077 Restante  doenças do aparelho respiratório,SE,1513
078-082 DOENÇAS DO APARELHO DIGESTIVO,SE,4286
". 078 Úlcera gástrica, duodenal e péptica",SE,162
. 079 Peritonite,SE,78
. 080 Doenças do fígado,SE,1834
... 080.1 Doença alcoólica do fígado,SE,837
... 080.2 Fibrose e cirrose do fígado,SE,467
... 080.3 Outras doenças do fígado,SE,530
. 081 Colecistite,SE,110
. 082 Rest doenças do aparelho digestivo,SE,2102
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,SE,820
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,SE,282
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,SE,2961
. 085 D glomerulares e d renais túbulo-interstic,SE,651
. 086 Insuficiência renal,SE,582
. 087 Rest doenças do aparelho geniturinário,SE,1728
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",SE,151
. 088 Gravidez que termina em aborto,SE,3
. 089 Outras causas obstétricas diretas,SE,75
. 090 Causas obstétricas indiretas,SE,47
. 091 Causa obstétrica não espec direta/indireta,SE,6
. 092 Causas maternas tardias e sequelas,SE,20
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,SE,1778
. 093 Feto e recemnasc afet fat mat e compl grav,SE,623
. 094 Transt relac duração gestação e cresc fetal,SE,146
. 095 Traumatismo de parto,SE,4
. 096 Trans resp e cardiovas espec per perinatal,SE,487
. 097 Rest afec originadas no período perinatal,SE,518
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",SE,844
. 098 Malformações congênitas do sistema nervoso,SE,143
. 099 Malf congênitas do aparelho circulatório,SE,324
". 100 Rest de malf cong, deform e anomal Cromoss",SE,377
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",SE,6632
. 101 Senilidade,SE,559
. 102 Morte sem assistência médica,SE,465
". 103 Rest sint, sin e ach anorm clín e laborat",SE,5608
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,SE,11361
. 104 Acidentes de transporte,SE,2585
. 105 Quedas,SE,1190
. 106 Afogamento e submersões acidentais,SE,298
". 107 Exposição à fumaça, ao fogo e às chamas",SE,39
". 108 Envenen, intoxic por ou expos a subst nociv",SE,16
. 109 Lesões autoprovocadas voluntariamente,SE,853
. 110 Agressões,SE,4731
. 111 Eventos(fatos) cuja intenção é indeterminada,SE,742
. 112 Intervenções legais e operações de guerra,SE,13
. 113 Todas as outras causas externas,SE,894
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,BA,56940
. 001 Doenças infecciosas intestinais,BA,2335
... 003 Diarréia e gastroenterite orig infec pres,BA,1661
... 004 Outras doenças infecciosas intestinais,BA,674
..... 004.1 Febres tifóide e paratifóide,BA,0
. 005-006 Tuberculose,BA,2288
... 005 Tuberculose respiratória,BA,2152
... 006 Outras tuberculoses,BA,136
. 007-015 Outras doenças bacterianas,BA,10459
... 008 Leptospirose,BA,112
... 009 Hanseníase,BA,90
... 010 Tétano,BA,29
..... 010.1 Tétano neonatal,BA,0
..... 010.3 Tétano acidental,BA,29
... 011 Difteria,BA,1
... 012 Coqueluche,BA,2
... 013 Infecção meningocócica,BA,37
... 014 Septicemia,BA,8734
... 015 Infecções com transmissão predom sexual,BA,88
. 016-023 Doenças virais,BA,4926
... 017 Raiva,BA,0
... 018 Dengue,BA,206
... 019 Febre amarela,BA,0
... 020 Out febres p/arbovírus e febr hemor virais,BA,270
... 021 Sarampo,BA,1
... 022 Hepatite viral,BA,528
... 023 Doen p/vírus da imunodefic humana (HIV),BA,3677
. 024-027 Doenças transmitidas por protozoários,BA,3753
... 024 Malária,BA,4
... 025 Leishmaniose,BA,115
... 026 Doença de Chagas,BA,3590
... 027 Toxoplasmose,BA,23
. 028-030 Helmintíases,BA,412
... 028 Esquistossomose,BA,345
... 029 Cisticercose,BA,39
... 030 Restante de helmintíases,BA,28
. 031 Restante algumas doenç infec e parasitárias,BA,32767
032-052 NEOPLASIAS,BA,86292
". 032 Neopl malig do lábio, cav oral e faringe",BA,3597
. 033 Neoplasia maligna do esôfago,BA,3733
. 034 Neoplasia maligna do estômago,BA,5217
". 035 Neoplasia maligna do cólon,reto e ânus",BA,5917
. 036 Neopl malig do fígado e vias bil intrahepát,BA,4388
. 037 Neoplasia maligna do pâncreas,BA,3979
. 038 Neoplasia maligna da laringe,BA,1727
". 039 Neopl malig da traquéia,brônquios e pulmões",BA,8236
. 040 Neoplasia maligna da pele,BA,388
. 041 Neoplasia maligna da mama,BA,6796
. 042 Neoplasia maligna do colo do útero,BA,2787
. 043 Neopl malig de corpo e partes n/esp útero,BA,1439
. 044 Neoplasia maligna do ovário,BA,1475
. 045 Neoplasia maligna da próstata,BA,8855
. 046 Neoplasia maligna da bexiga,BA,1605
". 047 Neopl malig mening,encéf e out partes SNC",BA,3284
. 048 Linfoma não-Hodgkin,BA,1331
. 049 Mieloma mult e neopl malig de plasmócitos,BA,1388
. 050 Leucemia,BA,2423
". 051 Neoplasias in situ, benig, comport incert",BA,1801
. 052 Restante de neoplasias malignas,BA,15926
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,BA,3896
. 053 Anemias,BA,2738
". 054 Rest d sangue, org hemat e alg transt imunit",BA,1158
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",BA,45204
. 055 Diabetes mellitus,BA,36909
. 056 Desnutrição,BA,3085
". 057 Rest doenças endócr, nutricion e metabólicas",BA,5210
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,BA,8560
. 058 Transt ment e comport uso subst psicoativas,BA,6871
... 058.1 Trans ment e comport devid uso álcool,BA,5363
. 059 Rest transtornos mentais e comportamentais,BA,1689
060-063 DOENÇAS DO SISTEMA NERVOSO,BA,16147
. 060 Meningite,BA,276
. 061 Doença de Alzheimer,BA,7695
. 062 Epilepsia,BA,1919
. 063 Restante das doenças do sistema nervoso,BA,6257
064 DOENÇAS DOS OLHOS E ANEXOS,BA,20
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,BA,76
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,BA,150936
. 066 Febre reumát aguda e doen reum crôn coração,BA,950
. 067 Doenças hipertensivas,BA,33568
. 068 Doenças isquêmicas do coração,BA,39359
... 068.1 Infarto agudo do miocárdio,BA,34180
. 069 Outras doenças cardíacas,BA,25601
. 070 Doenças cerebrovasculares,BA,45422
. 071 Aterosclerose,BA,194
. 072 Rest doenças do aparelho circulatório,BA,5842
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,BA,52724
. 073 Influenza (gripe),BA,568
. 074 Pneumonia,BA,20752
. 075 Out infec agudas das vias aéreas inferiores,BA,1979
... 075.1 Bronquiolite,BA,167
. 076 Doenças crônicas das vias aéreas inferiores,BA,15221
... 076.1 Asma,BA,1389
. 077 Restante  doenças do aparelho respiratório,BA,14204
078-082 DOENÇAS DO APARELHO DIGESTIVO,BA,29861
". 078 Úlcera gástrica, duodenal e péptica",BA,1432
. 079 Peritonite,BA,928
. 080 Doenças do fígado,BA,11872
... 080.1 Doença alcoólica do fígado,BA,5289
... 080.2 Fibrose e cirrose do fígado,BA,2905
... 080.3 Outras doenças do fígado,BA,3678
. 081 Colecistite,BA,621
. 082 Rest doenças do aparelho digestivo,BA,15008
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,BA,4126
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,BA,2372
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,BA,16159
. 085 D glomerulares e d renais túbulo-interstic,BA,1640
. 086 Insuficiência renal,BA,7169
. 087 Rest doenças do aparelho geniturinário,BA,7350
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",BA,784
. 088 Gravidez que termina em aborto,BA,61
. 089 Outras causas obstétricas diretas,BA,357
. 090 Causas obstétricas indiretas,BA,266
. 091 Causa obstétrica não espec direta/indireta,BA,23
. 092 Causas maternas tardias e sequelas,BA,77
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,BA,9229
. 093 Feto e recemnasc afet fat mat e compl grav,BA,1822
. 094 Transt relac duração gestação e cresc fetal,BA,1230
. 095 Traumatismo de parto,BA,22
. 096 Trans resp e cardiovas espec per perinatal,BA,3480
. 097 Rest afec originadas no período perinatal,BA,2675
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",BA,4239
. 098 Malformações congênitas do sistema nervoso,BA,631
. 099 Malf congênitas do aparelho circulatório,BA,1652
". 100 Rest de malf cong, deform e anomal Cromoss",BA,1956
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",BA,60812
. 101 Senilidade,BA,2781
. 102 Morte sem assistência médica,BA,4828
". 103 Rest sint, sin e ach anorm clín e laborat",BA,53203
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,BA,81111
. 104 Acidentes de transporte,BA,15906
. 105 Quedas,BA,5447
. 106 Afogamento e submersões acidentais,BA,2894
". 107 Exposição à fumaça, ao fogo e às chamas",BA,314
". 108 Envenen, intoxic por ou expos a subst nociv",BA,138
. 109 Lesões autoprovocadas voluntariamente,BA,4963
. 110 Agressões,BA,35132
. 111 Eventos(fatos) cuja intenção é indeterminada,BA,6323
. 112 Intervenções legais e operações de guerra,BA,4635
. 113 Todas as outras causas externas,BA,5359
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,MG,108136
. 001 Doenças infecciosas intestinais,MG,2781
... 003 Diarréia e gastroenterite orig infec pres,MG,2081
... 004 Outras doenças infecciosas intestinais,MG,700
..... 004.1 Febres tifóide e paratifóide,MG,1
. 005-006 Tuberculose,MG,1773
... 005 Tuberculose respiratória,MG,1580
... 006 Outras tuberculoses,MG,193
. 007-015 Outras doenças bacterianas,MG,21508
... 008 Leptospirose,MG,81
... 009 Hanseníase,MG,35
... 010 Tétano,MG,33
..... 010.1 Tétano neonatal,MG,0
..... 010.3 Tétano acidental,MG,33
... 011 Difteria,MG,0
... 012 Coqueluche,MG,5
... 013 Infecção meningocócica,MG,64
... 014 Septicemia,MG,19744
... 015 Infecções com transmissão predom sexual,MG,178
. 016-023 Doenças virais,MG,7726
... 017 Raiva,MG,2
... 018 Dengue,MG,1541
... 019 Febre amarela,MG,1
... 020 Out febres p/arbovírus e febr hemor virais,MG,990
... 021 Sarampo,MG,0
... 022 Hepatite viral,MG,662
... 023 Doen p/vírus da imunodefic humana (HIV),MG,4119
. 024-027 Doenças transmitidas por protozoários,MG,5781
